Step 00000 | Validation bpb: 3.211895
step 00000/09841 (0.00%) | loss: 10.812500 | lrm: 0.03 | dt: 29713.00ms | tok/sec: 17,645 | bf16_mfu: 0.83 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00001/09841 (0.01%) | loss: 10.779605 | lrm: 0.05 | dt: 484.01ms | tok/sec: 1,083,218 | bf16_mfu: 50.81 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00002/09841 (0.02%) | loss: 10.745618 | lrm: 0.07 | dt: 445.19ms | tok/sec: 1,177,676 | bf16_mfu: 55.24 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00003/09841 (0.03%) | loss: 10.710544 | lrm: 0.10 | dt: 461.92ms | tok/sec: 1,135,024 | bf16_mfu: 53.24 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00004/09841 (0.04%) | loss: 10.643869 | lrm: 0.12 | dt: 443.48ms | tok/sec: 1,182,222 | bf16_mfu: 55.45 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00005/09841 (0.05%) | loss: 10.546470 | lrm: 0.15 | dt: 454.17ms | tok/sec: 1,154,386 | bf16_mfu: 54.15 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00006/09841 (0.06%) | loss: 10.393803 | lrm: 0.17 | dt: 449.33ms | tok/sec: 1,166,828 | bf16_mfu: 54.73 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00007/09841 (0.07%) | loss: 10.149076 | lrm: 0.20 | dt: 449.73ms | tok/sec: 1,165,779 | bf16_mfu: 54.68 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/09841 (0.08%) | loss: 9.798252 | lrm: 0.23 | dt: 454.75ms | tok/sec: 1,152,910 | bf16_mfu: 54.08 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00009/09841 (0.09%) | loss: 9.522159 | lrm: 0.25 | dt: 445.63ms | tok/sec: 1,176,498 | bf16_mfu: 55.18 | epoch: 1 pq: 0 rg: 16 | total time: 0.00m
step 00010/09841 (0.10%) | loss: 9.254790 | lrm: 0.28 | dt: 451.12ms | tok/sec: 1,162,184 | bf16_mfu: 54.51 | epoch: 1 pq: 0 rg: 16 | total time: 0.00m
step 00011/09841 (0.11%) | loss: 8.979759 | lrm: 0.30 | dt: 449.46ms | tok/sec: 1,166,485 | bf16_mfu: 54.71 | epoch: 1 pq: 0 rg: 16 | total time: 0.01m | eta: 73.6m
step 00012/09841 (0.12%) | loss: 8.735260 | lrm: 0.33 | dt: 451.13ms | tok/sec: 1,162,153 | bf16_mfu: 54.51 | epoch: 1 pq: 0 rg: 16 | total time: 0.02m | eta: 73.8m
step 00013/09841 (0.13%) | loss: 8.518365 | lrm: 0.35 | dt: 450.99ms | tok/sec: 1,162,533 | bf16_mfu: 54.53 | epoch: 1 pq: 0 rg: 16 | total time: 0.02m | eta: 73.8m
step 00014/09841 (0.14%) | loss: 8.303550 | lrm: 0.38 | dt: 451.52ms | tok/sec: 1,161,155 | bf16_mfu: 54.46 | epoch: 1 pq: 0 rg: 16 | total time: 0.03m | eta: 73.8m
step 00015/09841 (0.15%) | loss: 8.109024 | lrm: 0.40 | dt: 447.88ms | tok/sec: 1,170,592 | bf16_mfu: 54.91 | epoch: 1 pq: 0 rg: 16 | total time: 0.04m | eta: 73.7m
step 00016/09841 (0.16%) | loss: 7.934669 | lrm: 0.42 | dt: 452.80ms | tok/sec: 1,157,884 | bf16_mfu: 54.31 | epoch: 1 pq: 0 rg: 16 | total time: 0.05m | eta: 73.8m
step 00017/09841 (0.17%) | loss: 7.754835 | lrm: 0.45 | dt: 453.15ms | tok/sec: 1,156,989 | bf16_mfu: 54.27 | epoch: 1 pq: 0 rg: 24 | total time: 0.05m | eta: 73.8m
step 00018/09841 (0.18%) | loss: 7.606140 | lrm: 0.47 | dt: 450.19ms | tok/sec: 1,164,583 | bf16_mfu: 54.63 | epoch: 1 pq: 0 rg: 24 | total time: 0.06m | eta: 73.8m
step 00019/09841 (0.19%) | loss: 7.462429 | lrm: 0.50 | dt: 451.21ms | tok/sec: 1,161,955 | bf16_mfu: 54.50 | epoch: 1 pq: 0 rg: 24 | total time: 0.07m | eta: 73.8m
step 00020/09841 (0.20%) | loss: 7.329799 | lrm: 0.53 | dt: 452.80ms | tok/sec: 1,157,889 | bf16_mfu: 54.31 | epoch: 1 pq: 0 rg: 24 | total time: 0.08m | eta: 73.8m
step 00021/09841 (0.21%) | loss: 7.196159 | lrm: 0.55 | dt: 450.87ms | tok/sec: 1,162,836 | bf16_mfu: 54.54 | epoch: 1 pq: 0 rg: 24 | total time: 0.08m | eta: 73.8m
