Step 00000 | Validation bpb: 3.211895
step 00000/09873 (0.00%) | loss: 10.812500 | lrm: 0.03 | dt: 29704.94ms | tok/sec: 17,649 | bf16_mfu: 0.83 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00001/09873 (0.01%) | loss: 10.779605 | lrm: 0.05 | dt: 466.13ms | tok/sec: 1,124,761 | bf16_mfu: 52.76 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00002/09873 (0.02%) | loss: 10.745618 | lrm: 0.07 | dt: 441.27ms | tok/sec: 1,188,132 | bf16_mfu: 55.73 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00003/09873 (0.03%) | loss: 10.710544 | lrm: 0.10 | dt: 455.83ms | tok/sec: 1,150,182 | bf16_mfu: 53.95 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00004/09873 (0.04%) | loss: 10.643869 | lrm: 0.12 | dt: 445.91ms | tok/sec: 1,175,761 | bf16_mfu: 55.15 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00005/09873 (0.05%) | loss: 10.546470 | lrm: 0.15 | dt: 450.32ms | tok/sec: 1,164,247 | bf16_mfu: 54.61 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00006/09873 (0.06%) | loss: 10.393803 | lrm: 0.17 | dt: 449.32ms | tok/sec: 1,166,860 | bf16_mfu: 54.73 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00007/09873 (0.07%) | loss: 10.149076 | lrm: 0.20 | dt: 449.70ms | tok/sec: 1,165,858 | bf16_mfu: 54.69 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/09873 (0.08%) | loss: 9.798252 | lrm: 0.23 | dt: 452.20ms | tok/sec: 1,159,420 | bf16_mfu: 54.38 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00009/09873 (0.09%) | loss: 9.522159 | lrm: 0.25 | dt: 447.74ms | tok/sec: 1,170,961 | bf16_mfu: 54.92 | epoch: 1 pq: 0 rg: 16 | total time: 0.00m
step 00010/09873 (0.10%) | loss: 9.254790 | lrm: 0.28 | dt: 449.24ms | tok/sec: 1,167,058 | bf16_mfu: 54.74 | epoch: 1 pq: 0 rg: 16 | total time: 0.00m
step 00011/09873 (0.11%) | loss: 8.984114 | lrm: 0.30 | dt: 450.28ms | tok/sec: 1,164,371 | bf16_mfu: 54.62 | epoch: 1 pq: 0 rg: 16 | total time: 0.01m | eta: 74.0m
step 00012/09873 (0.12%) | loss: 8.739031 | lrm: 0.33 | dt: 450.00ms | tok/sec: 1,165,080 | bf16_mfu: 54.65 | epoch: 1 pq: 0 rg: 16 | total time: 0.02m | eta: 74.0m
step 00013/09873 (0.13%) | loss: 8.521647 | lrm: 0.35 | dt: 453.77ms | tok/sec: 1,155,414 | bf16_mfu: 54.20 | epoch: 1 pq: 0 rg: 16 | total time: 0.02m | eta: 74.2m
step 00014/09873 (0.14%) | loss: 8.306419 | lrm: 0.38 | dt: 448.04ms | tok/sec: 1,170,169 | bf16_mfu: 54.89 | epoch: 1 pq: 0 rg: 16 | total time: 0.03m | eta: 74.0m
step 00015/09873 (0.15%) | loss: 8.111541 | lrm: 0.40 | dt: 451.76ms | tok/sec: 1,160,539 | bf16_mfu: 54.44 | epoch: 1 pq: 0 rg: 16 | total time: 0.04m | eta: 74.1m
step 00016/09873 (0.16%) | loss: 7.936884 | lrm: 0.42 | dt: 451.81ms | tok/sec: 1,160,424 | bf16_mfu: 54.43 | epoch: 1 pq: 0 rg: 16 | total time: 0.05m | eta: 74.1m
step 00017/09873 (0.17%) | loss: 7.756789 | lrm: 0.45 | dt: 452.52ms | tok/sec: 1,158,592 | bf16_mfu: 54.34 | epoch: 1 pq: 0 rg: 24 | total time: 0.05m | eta: 74.1m
step 00018/09873 (0.18%) | loss: 7.607868 | lrm: 0.47 | dt: 453.77ms | tok/sec: 1,155,413 | bf16_mfu: 54.20 | epoch: 1 pq: 0 rg: 24 | total time: 0.06m | eta: 74.2m
step 00019/09873 (0.19%) | loss: 7.463961 | lrm: 0.50 | dt: 452.08ms | tok/sec: 1,159,730 | bf16_mfu: 54.40 | epoch: 1 pq: 0 rg: 24 | total time: 0.07m | eta: 74.2m
step 00020/09873 (0.20%) | loss: 7.331158 | lrm: 0.53 | dt: 452.17ms | tok/sec: 1,159,481 | bf16_mfu: 54.39 | epoch: 1 pq: 0 rg: 24 | total time: 0.08m | eta: 74.2m
step 00021/09873 (0.21%) | loss: 7.197367 | lrm: 0.55 | dt: 457.88ms | tok/sec: 1,145,037 | bf16_mfu: 53.71 | epoch: 1 pq: 0 rg: 24 | total time: 0.08m | eta: 74.2m
step 00022/09873 (0.22%) | loss: 7.089989 | lrm: 0.57 | dt: 449.37ms | tok/sec: 1,166,713 | bf16_mfu: 54.73 | epoch: 1 pq: 0 rg: 24 | total time: 0.09m | eta: 74.2m
step 00023/09873 (0.23%) | loss: 6.991917 | lrm: 0.60 | dt: 452.22ms | tok/sec: 1,159,361 | bf16_mfu: 54.38 | epoch: 1 pq: 0 rg: 24 | total time: 0.10m | eta: 74.2m
step 00024/09873 (0.24%) | loss: 6.898520 | lrm: 0.62 | dt: 452.87ms | tok/sec: 1,157,699 | bf16_mfu: 54.30 | epoch: 1 pq: 0 rg: 24 | total time: 0.11m | eta: 74.2m
step 00025/09873 (0.25%) | loss: 6.805803 | lrm: 0.65 | dt: 449.39ms | tok/sec: 1,166,658 | bf16_mfu: 54.72 | epoch: 1 pq: 0 rg: 32 | total time: 0.11m | eta: 74.2m
step 00026/09873 (0.26%) | loss: 6.726883 | lrm: 0.68 | dt: 449.31ms | tok/sec: 1,166,876 | bf16_mfu: 54.73 | epoch: 1 pq: 0 rg: 32 | total time: 0.12m | eta: 74.1m
step 00027/09873 (0.27%) | loss: 6.653478 | lrm: 0.70 | dt: 448.67ms | tok/sec: 1,168,546 | bf16_mfu: 54.81 | epoch: 1 pq: 0 rg: 32 | total time: 0.13m | eta: 74.1m
